"date","jpy_per_usd","twd_per_usd","twd_per_jpy","log_return_twd_per_jpy"
2021-06-23,110.86,27.96,0.252209994587768,-0.00277940697282131
2021-06-24,110.91,27.98,0.252276620683437,0.000264134246733994
2021-06-25,110.78,27.91,0.251940783534934,-0.00133211267741196
2021-06-28,110.5,27.89,0.252398190045249,0.0018138857383172
2021-06-29,110.53,27.93,0.252691576947435,0.00116172195263142
2021-06-30,111.05,27.91,0.25132823052679,-0.00540990542642716
2021-07-01,111.56,27.91,0.250179275726067,-0.00458201241885181
2021-07-02,111.28,27.94,0.251078360891445,0.00358732142468576
2021-07-05,,,,
2021-07-06,110.66,28,0.253027290800651,
2021-07-07,110.62,28.01,0.253209184595914,0.000718612000244923
2021-07-08,109.82,28.01,0.255053724276088,0.00725824271580566
2021-07-09,110.18,27.98,0.253948084951897,-0.00434435022852631
2021-07-12,110.36,28,0.253715114171801,-0.000917816366646118
2021-07-13,110.36,28,0.253715114171801,0
2021-07-14,110.03,27.99,0.254385167681541,0.00263748681942233
2021-07-15,110.05,27.89,0.253430258973194,-0.00376085397861403
2021-07-16,110.13,27.98,0.254063379642241,0.0024950893935558
2021-07-19,109.45,28.05,0.256281407035176,0.0086923249393509
2021-07-20,109.92,28.06,0.255276564774381,-0.0039285617995577
2021-07-21,110.22,28.06,0.25458174559971,-0.00272553998105018
2021-07-22,110.1,28.02,0.25449591280654,-0.000337209038999031
2021-07-23,110.52,28.03,0.253619254433587,-0.00345063205874552
2021-07-26,110.31,28.06,0.254374036805367,0.00297162557154351
2021-07-27,109.64,28.08,0.256110908427581,0.0068048170300008
2021-07-28,110.06,28,0.254406687261494,-0.0066764691794341
2021-07-29,109.53,27.91,0.254816032137314,0.00160772466898429
2021-07-30,109.7,27.96,0.254876937101185,0.000238986871849312
2021-08-02,109.22,27.92,0.255630836843069,0.00295353108573915
2021-08-03,109.09,27.9,0.255752131267761,0.000474378047490509
2021-08-04,109.44,27.77,0.25374634502924,-0.00787361177318657
2021-08-05,109.75,27.76,0.252938496583144,-0.00318876376114474
2021-08-06,110.22,27.86,0.252767192886953,-0.000677483786752697
2021-08-09,110.25,27.81,0.252244897959184,-0.00206844597765254
2021-08-10,110.54,27.84,0.251854532296001,-0.00154876485781608
2021-08-11,110.47,27.84,0.252014121480945,0.000633455520933301
2021-08-12,110.36,27.79,0.251812250815513,-0.000801350176708349
2021-08-13,109.75,27.84,0.253667425968109,0.00734028910561135
2021-08-16,109.26,27.84,0.254805052169138,0.0044746889877092
2021-08-17,109.59,27.85,0.254129026371019,-0.00265663560065521
2021-08-18,109.92,27.84,0.253275109170306,-0.00336582990581258
2021-08-19,109.75,27.98,0.2549430523918,0.00656391028987469
2021-08-20,109.77,28.03,0.255352099845131,0.0016031801954175
2021-08-23,109.78,27.97,0.25478229185644,-0.0022339533853466
2021-08-24,109.68,27.92,0.2545587162655,-0.000877901452012386
2021-08-25,110.03,27.91,0.253658093247296,-0.00354425097370314
2021-08-26,110.09,27.92,0.253610682169134,-0.000186926854549574
2021-08-27,109.84,27.87,0.253732702112163,0.000481015222281167
2021-08-30,109.91,27.78,0.252752251842417,-0.0038715917887524
2021-08-31,110.05,27.66,0.251340299863698,-0.00560196998124729
2021-09-01,110.03,27.7,0.251749522857403,0.00162683904732996
2021-09-02,110.01,27.66,0.251431688028361,-0.00126330182620382
2021-09-03,109.64,27.61,0.251824151769427,0.0015596990222102
2021-09-06,,,,
2021-09-07,110.17,27.64,0.250884995915403,
2021-09-08,110.32,27.72,0.251269035532995,0.00152956928916081
2021-09-09,109.76,27.67,0.252095481049563,0.00328368898460307
2021-09-10,109.93,27.65,0.251523696898026,-0.00227070144368802
2021-09-13,109.94,27.67,0.251682736037839,0.00063210298874905
2021-09-14,109.66,27.69,0.252507751231078,0.00327263584064763
2021-09-15,109.4,27.67,0.252925045703839,0.00165123660398558
2021-09-16,109.67,27.75,0.25303182274095,0.00042207960937235
2021-09-17,109.94,27.77,0.252592323085319,-0.00173844453413219
2021-09-20,109.47,27.85,0.254407600255778,0.00716088837063333
2021-09-21,109.33,27.76,0.25391018018842,-0.00195712306461693
2021-09-22,109.59,27.75,0.253216534355324,-0.00273559347506769
2021-09-23,110.17,27.75,0.251883452845602,-0.00527849787667245
2021-09-24,110.72,27.73,0.250451589595376,-0.00570084508214297
2021-09-27,110.97,27.7,0.249617013607281,-0.00333784907750667
2021-09-28,111.33,27.73,0.249079313751909,-0.00215642279374961
2021-09-29,111.83,27.83,0.248859876598408,-0.000881381389368441
2021-09-30,111.5,27.84,0.249686098654709,0.00331453006834304
2021-10-01,110.97,27.81,0.250608272506083,0.00368652916735557
2021-10-04,110.94,27.94,0.251847845682351,0.00493406546832653
2021-10-05,111.39,27.91,0.250561091659934,-0.00512234851059512
2021-10-06,111.33,27.97,0.251235066918171,0.00268625278212009
2021-10-07,111.5,27.99,0.251031390134529,-0.00081103084606382
2021-10-08,112.15,28.08,0.250378956754347,-0.00260239443579557
2021-10-11,,,,
2021-10-12,113.69,28.13,0.247427214354825,
2021-10-13,113.49,28.07,0.247334566922196,-0.000374513300006596
2021-10-14,113.59,28.05,0.246940751826745,-0.00159350533536862
2021-10-15,114.31,27.99,0.24486046715073,-0.00845991023569992
2021-10-18,114.22,27.98,0.244965855366836,0.000430308510943167
2021-10-19,114.27,27.83,0.243545987573291,-0.00581304962144125
2021-10-20,114.24,27.87,0.243960084033613,0.00169883652340563
2021-10-21,113.75,27.86,0.244923076923077,0.00393956761801717
2021-10-22,113.54,27.89,0.245640302976924,0.00292409337621757
2021-10-25,113.7,27.87,0.245118733509235,-0.002125563159451
2021-10-26,114.19,27.78,0.243278745949733,-0.00753483112472519
2021-10-27,113.75,27.82,0.244571428571429,0.00529951905159587
2021-10-28,113.38,27.78,0.245016757805609,0.00181919976580303
2021-10-29,114.03,27.83,0.244058581075156,-0.00391832456150776
2021-11-01,114.19,27.85,0.243891759348454,-0.000683765208796094
2021-11-02,113.78,27.86,0.244858498857444,0.00395597036942208
2021-11-03,114.06,27.85,0.244169735227073,-0.00281686838425821
2021-11-04,113.63,27.88,0.245357740033442,0.00485368931750529
2021-11-05,113.45,27.87,0.245658880564125,0.00122660030560073
2021-11-08,113.15,27.85,0.246133451171012,0.00192996402574042
2021-11-09,112.87,27.78,0.246123859307168,-3.89709350838707e-05
2021-11-10,113.89,27.75,0.243656159452103,-0.0100768534524789
2021-11-11,,,,
2021-11-12,113.9,27.82,0.244249341527656,
2021-11-15,113.96,27.8,0.243945243945244,-0.00124580497527638
2021-11-16,114.62,27.78,0.242366079218287,-0.00649448286427767
2021-11-17,114.33,27.81,0.243243243243243,0.00361263648938848
2021-11-18,114.22,27.83,0.243652600245141,0.00168149760908776
2021-11-19,113.81,27.78,0.244091028907829,0.00179778373131678
2021-11-22,114.69,27.8,0.242392536402476,-0.0069827617122391
2021-11-23,114.98,27.78,0.241607236041051,-0.00324504718910745
2021-11-24,115.34,27.78,0.240853129876886,-0.00312608799212155
2021-11-25,,,,
2021-11-26,113.46,27.84,0.24537281861449,
2021-11-29,113.75,27.78,0.24421978021978,-0.00471020407265987
2021-11-30,113.22,27.69,0.244568097509274,0.00142522907921872
2021-12-01,112.82,27.69,0.245435206523666,0.00353920029668386
2021-12-02,113.1,27.74,0.24526967285588,-0.000674677106429877
2021-12-03,112.88,27.71,0.245481927710843,0.000865019565717828
2021-12-06,113.31,27.73,0.24472685552908,-0.00308061709511698
2021-12-07,113.61,27.75,0.244256667546871,-0.00192312462458122
2021-12-08,113.83,27.72,0.243521040147588,-0.00301624262605316
2021-12-09,113.53,27.71,0.244076455562406,0.00227817271386765
2021-12-10,113.36,27.73,0.244618913196895,0.00222002454681691
2021-12-13,113.42,27.78,0.244930347381414,0.00127233049505415
2021-12-14,113.63,27.8,0.244653700607234,-0.00113012997364215
2021-12-15,113.83,27.82,0.244399543178424,-0.00103938560850225
2021-12-16,113.67,27.8,0.244567607988036,0.000687427839800803
2021-12-17,113.56,27.82,0.244980626981331,0.00168734789255409
2021-12-20,113.45,27.87,0.245658880564125,0.00276477537747977
2021-12-21,114.11,27.81,0.243712207519061,-0.00795585746872107
2021-12-22,114.22,27.81,0.243477499562248,-0.000963517790128599
2021-12-23,114.42,27.74,0.242440132843908,-0.00426972896285371
2021-12-24,,,,
2021-12-27,114.85,27.66,0.240835872877667,
2021-12-28,114.75,27.64,0.240871459694989,0.000147752857309502
2021-12-29,114.97,27.64,0.240410541880491,-0.00191537582499413
2021-12-30,115.17,27.74,0.240861335417209,0.00187334307204901
2021-12-31,,,,
2022-01-03,115.27,27.62,0.239611347271623,
2022-01-04,116.12,27.52,0.236996210816397,-0.0109740714595112
2022-01-05,115.91,27.6,0.238115779484082,0.00471287091373696
2022-01-06,115.78,27.64,0.238728623250993,0.00257041542615988
2022-01-07,115.61,27.66,0.239252659804515,0.00219270830077134
2022-01-10,115.14,27.67,0.240316136876846,0.00443514600178907
2022-01-11,115.38,27.69,0.239989599583983,-0.00135970619704384
2022-01-12,114.74,27.67,0.24115391319505,0.00483978627098258
2022-01-13,114.06,27.61,0.242065579519551,0.00377330558856048
2022-01-14,113.89,27.58,0.242163491087892,0.000404401865225834
2022-01-17,,,,
2022-01-18,114.6,27.58,0.24066317626527,
2022-01-19,114.28,27.62,0.241687084354218,0.00424550253405709
2022-01-20,114.08,27.62,0.24211079943899,0.00175162069658663
2022-01-21,113.72,27.7,0.243580724586704,0.00605293509533356
2022-01-24,113.82,27.74,0.243718151467229,0.000564035301213961
2022-01-25,113.88,27.71,0.243326308394802,-0.00160906524665738
2022-01-26,114.33,27.73,0.242543514388175,-0.0032222403912423
2022-01-27,115.47,27.83,0.241014982246471,-0.00632203649977314
2022-01-28,115.21,27.83,0.241558892457252,0.00225420591380221
2022-01-31,115.22,27.82,0.24145113695539,-0.00044618329677748
2022-02-01,114.77,27.83,0.24248496993988,0.0042726076541626
2022-02-02,114.36,27.81,0.243179433368311,0.00285985094654007
2022-02-03,114.88,27.83,0.24225278551532,-0.00381783055387697
2022-02-04,115.22,27.83,0.241537927443152,-0.00295523900432304
2022-02-07,115.09,27.86,0.242071422365106,0.00220630613769757
2022-02-08,115.62,27.79,0.24035633973361,-0.00711024527117776
2022-02-09,115.44,27.8,0.240817740817741,0.00191781413089376
2022-02-10,115.84,27.82,0.240158839779006,-0.00273984837308539
2022-02-11,115.91,27.83,0.24010007764645,-0.000244710220744793
2022-02-14,115.72,27.89,0.241012789491877,0.00379417389431747
2022-02-15,115.64,27.87,0.241006572120374,-2.57971857517969e-05
2022-02-16,115.41,27.84,0.241226930075383,0.000913905688194161
2022-02-17,115.03,27.86,0.242197687559767,0.00401617440983504
2022-02-18,115.08,27.85,0.242005561348627,-0.000793576753794767
2022-02-21,,,,
2022-02-22,114.94,27.84,0.242213328693231,
2022-02-23,115.12,27.86,0.242008339124392,-0.000846676614076225
2022-02-24,115.45,28.13,0.24365526201819,0.00678218092871385
2022-02-25,115.62,27.98,0.241999654039094,-0.006818069118256
2022-02-28,115.11,28.04,0.243593084875337,0.00656285165641357
2022-03-01,114.87,28.02,0.243927918516584,0.0013736175121295
2022-03-02,115.59,28.04,0.242581538195346,-0.00553487189133461
2022-03-03,115.67,28.06,0.242586668972076,2.11505067913009e-05
2022-03-04,114.65,28.16,0.245617095508068,0.0124147566189234
2022-03-07,115.41,28.25,0.244779481847327,-0.00341606982579168
2022-03-08,115.64,28.36,0.245243860255967,0.00189533235564499
2022-03-09,115.87,28.41,0.245188573401225,-0.00022546165865589
2022-03-10,116.05,28.28,0.243688065489013,-0.00613861454919951
2022-03-11,117.08,28.41,0.242654595148616,-0.00424997426551466
2022-03-14,118,28.47,0.241271186440678,-0.00571745721813
2022-03-15,118.19,28.58,0.241814028259582,0.00224739665329055
2022-03-16,118.48,28.57,0.241137744767049,-0.00280062719443364
2022-03-17,118.45,28.36,0.239425918108907,-0.00712427522400616
2022-03-18,119.17,28.35,0.237895443484098,-0.00641278598808581
2022-03-21,119.15,28.46,0.238858581619807,0.00404040404590877
2022-03-22,120.66,28.54,0.236532405105254,-0.00978645008088042
2022-03-23,121.02,28.59,0.236241943480416,-0.00122875389602961
2022-03-24,122.08,28.61,0.234354521625164,-0.00802144561417317
2022-03-25,121.98,28.67,0.235038530906706,0.00291444350109615
2022-03-28,123.25,28.78,0.233509127789047,-0.00652829449054582
2022-03-29,122.61,28.78,0.234727999347525,0.00520622667850379
2022-03-30,121.97,28.55,0.234073952611298,-0.0027902919680538
2022-03-31,121.44,28.62,0.235671936758893,0.0068036372341127
2022-04-01,122.6,28.68,0.233931484502447,-0.0074124682516763
2022-04-04,122.7,28.63,0.233333333333333,-0.00256022483615093
2022-04-05,123.48,28.67,0.232183349530288,-0.00494068713183782
2022-04-06,123.7,28.67,0.231770412287793,-0.0017800797644838
2022-04-07,123.8,28.82,0.232794830371567,0.00441022982404427
2022-04-08,124.31,28.94,0.232805084064033,4.40450788332658e-05
2022-04-11,125.55,29.07,0.231541218637993,-0.00544364643252315
2022-04-12,125.25,29.12,0.23249500998004,0.00411085439632064
2022-04-13,125.51,29.01,0.231136961198311,-0.00585832190255342
2022-04-14,125.92,28.99,0.230225540025413,-0.00395100319648667
2022-04-15,126.31,29.12,0.230543899928747,0.00138186227813031
2022-04-18,126.77,29.22,0.2304961741737,-0.000207035170683323
2022-04-19,128.55,29.22,0.22730455075846,-0.0139435127612633
2022-04-20,127.76,29.23,0.228788353162179,0.00650660260574276
2022-04-21,128.62,29.29,0.227725081635826,-0.00465823508347274
2022-04-22,128.78,29.32,0.227675104829943,-0.000219485224511429
2022-04-25,127.66,29.33,0.229750900830331,0.00907604825303499
2022-04-26,127.37,29.29,0.22995995917406,0.000909521076525532
2022-04-27,128.44,29.39,0.228822796636562,-0.00495731302846103
2022-04-28,130.94,29.52,0.225446769512754,-0.0148638144901865
2022-04-29,129.84,29.43,0.226663585951941,0.00538284231971908
2022-05-02,130.18,29.43,0.226071593178676,-0.00261518493790547
2022-05-03,130.09,29.48,0.226612345299408,0.00238909460652814
2022-05-04,129.97,29.53,0.227206278371932,0.00261749245466625
2022-05-05,130.41,29.69,0.227666589985431,0.00202391394452373
2022-05-06,130.35,29.68,0.227694668200997,0.0001233228128108
2022-05-09,130.37,29.78,0.228426785303367,0.00321018766150671
2022-05-10,130.21,29.71,0.228169879425543,-0.00112530784729636
2022-05-11,130.2,29.69,0.228033794162826,-0.000596598732679476
2022-05-12,128.1,29.84,0.232943013270882,0.0213000074316718
2022-05-13,129.23,29.79,0.230519229281127,-0.0104595622447805
2022-05-16,129.15,29.77,0.230507162214479,-5.23487022556779e-05
2022-05-17,129.31,29.67,0.229448611862965,-0.00460284349086515
2022-05-18,128.22,29.74,0.231945094369053,0.0108215904779274
2022-05-19,127.62,29.76,0.233192289609779,0.00536270905179248
2022-05-20,127.86,29.61,0.231581417175035,-0.00693188474977102
2022-05-23,127.78,29.6,0.231648145249648,0.000288099380898243
2022-05-24,126.56,29.59,0.233802149178255,0.00925563623695713
2022-05-25,127.31,29.5,0.231717854057026,-0.0089547561205543
2022-05-26,127.23,29.44,0.231391967303309,-0.00140738456615375
2022-05-27,127.14,29.3,0.230454616957684,-0.0040591471913074
2022-05-30,,,,
2022-05-31,128.53,28.99,0.225550455146658,
2022-06-01,130.09,29.19,0.224383119378892,-0.0051889365589679
2022-06-02,129.83,29.34,0.225987830239544,0.00712620409011788
2022-06-03,130.71,29.34,0.224466375946752,-0.00675522642529836
2022-06-06,131.55,29.37,0.223261117445838,-0.00538390619314844
2022-06-07,132.53,29.49,0.222515656832415,-0.00334454978962939
2022-06-08,134.06,29.5,0.220050723556616,-0.011139385518635
2022-06-09,134.06,29.57,0.220572877815903,0.00237007051861182
2022-06-10,134.19,29.56,0.220284670988896,-0.00130748296743954
2022-06-13,134.12,29.74,0.221741723829406,0.00659262946684658
2022-06-14,134.89,29.66,0.219882867521684,-0.00841831420578343
2022-06-15,134.5,29.72,0.220966542750929,0.0049163155794667
2022-06-16,131.65,29.77,0.226129889859476,0.0230982682777021
2022-06-17,135.14,29.73,0.219994080213112,-0.0275089301993887
2022-06-20,,,,
2022-06-21,136.25,29.71,0.21805504587156,
2022-06-22,136.05,29.81,0.219110621095186,0.00482918652956177
2022-06-23,134.72,29.75,0.2208283847981,0.00780913903689773
2022-06-24,135.22,29.72,0.219789971897648,-0.00471344331059576
2022-06-27,135.26,29.61,0.218911725565577,-0.0040038482203204
2022-06-28,136.19,29.67,0.217857405095822,-0.00482782524484171
2022-06-29,136.5,29.67,0.217362637362637,-0.00227364504414851
2022-06-30,135.69,29.74,0.219176063084973,0.00830824919643147
2022-07-01,135.09,29.78,0.220445628840033,0.00577573540012555
2022-07-04,,,,
2022-07-05,135.72,29.83,0.219790745652815,
2022-07-06,135.66,29.8,0.219666814094059,-0.000564020617202399
2022-07-07,135.99,29.78,0.218986690197809,-0.0031009643584301
2022-07-08,136.16,29.75,0.21849294947121,-0.00225720646842054
2022-07-11,137.29,29.83,0.217277296234249,-0.00557934554943107
2022-07-12,136.68,29.9,0.218759145449224,0.0067969315324059
2022-07-13,137.34,29.82,0.217125382262997,-0.00749634700548762
2022-07-14,138.94,29.89,0.215128832589607,-0.00923791511295047
2022-07-15,138.57,29.93,0.215991917442448,0.00400391772287234
2022-07-18,138.23,29.89,0.216233813209868,0.00111930306559671
2022-07-19,137.94,29.88,0.216615919965202,0.00176554044189081
2022-07-20,138.16,29.92,0.21656050955414,-0.000255832993617977
2022-07-21,137.94,29.91,0.216833405828621,0.00125934537085803
2022-07-22,136.12,29.9,0.219659124302086,0.0129475661252243
2022-07-25,136.72,29.91,0.218768285547104,-0.00406379692941461
2022-07-26,136.62,29.96,0.219294393207437,0.00240197551079424
2022-07-27,137.31,29.95,0.218119583424368,-0.00537162811751757
2022-07-28,134.45,29.95,0.222759390107847,0.0210487606187868
2022-07-29,133.25,29.91,0.224465290806754,0.00762886774931815
2022-08-01,131.8,29.98,0.227465857359636,0.0132790610101419
2022-08-02,132.32,29.97,0.226496372430472,-0.00427122055285389
2022-08-03,134.18,29.98,0.223431211805038,-0.0136253395134811
2022-08-04,133.28,30,0.225090036014406,0.00739689270391319
2022-08-05,135.33,29.94,0.221236976280204,-0.0172660643405549
2022-08-08,134.73,30.03,0.222890224894233,0.0074449673244148
2022-08-09,134.95,30.03,0.222526861800667,-0.00163156369625739
2022-08-10,132.58,30.03,0.226504751847941,0.017718102650768
2022-08-11,132.66,29.95,0.225765113824815,-0.00327078471794495
2022-08-12,133.57,29.98,0.224451598412817,-0.00583505277861063
2022-08-15,133.13,30,0.225343649064824,0.00396647953289198
2022-08-16,134.38,29.98,0.223098675398125,-0.0100124020358821
2022-08-17,135.4,29.98,0.221418020679468,-0.00756175298617068
2022-08-18,135.29,30,0.221745879222411,0.00147962685060943
2022-08-19,137.01,30.02,0.219108094299686,-0.0119668487065878
2022-08-22,137.57,30.16,0.21923384458821,0.000573754326552489
2022-08-23,136.36,30.11,0.220812555001467,0.00717523055708891
2022-08-24,136.92,30.27,0.221078001752848,0.00120141414770281
2022-08-25,136.83,30.24,0.221004165753124,-0.000334037452029534
2022-08-26,137.07,30.2,0.220325381192092,-0.00307609178207913
2022-08-29,138.74,30.4,0.219114891163327,-0.00550924968251354
2022-08-30,138.73,30.44,0.219419015353565,0.0013870044458304
2022-08-31,138.69,30.38,0.219049679140529,-0.00168466440146808
2022-09-01,139.93,30.52,0.218109054527264,-0.00430336165074885
2022-09-02,140.03,30.59,0.218453188602442,0.00157656394649242
2022-09-05,,,,
2022-09-06,142.95,30.82,0.215599860090941,
2022-09-07,144.39,30.9,0.214003739871182,-0.00743069920307682
2022-09-08,144.05,30.91,0.21457827143353,0.00268108269291534
2022-09-09,142.44,30.92,0.217073855658523,0.0115630706961569
2022-09-12,142.41,30.93,0.217189804086792,0.000534000155997472
2022-09-13,144.3,31.11,0.215592515592516,-0.00738152033592154
2022-09-14,142.93,31.11,0.217658993913104,0.0095394658588015
2022-09-15,143.57,31.14,0.216897680573936,-0.0035038657222719
2022-09-16,143.04,31.35,0.219169463087248,0.010419510387476
2022-09-19,143.34,31.42,0.219199107018278,0.000135246607976036
2022-09-20,143.64,31.37,0.218393205235311,-0.00368334941699722
2022-09-21,144.14,31.47,0.218329401970307,-0.000292191264684272
2022-09-22,142.16,31.6,0.22228474957794,0.0179542751664501
2022-09-23,143.18,31.82,0.222237742701495,-0.000211493804868734
2022-09-26,144.45,31.83,0.220353063343718,-0.00851662855984459
2022-09-27,144.71,31.7,0.219058807269712,-0.00589087324842374
2022-09-28,144.15,31.75,0.220256677072494,0.00545336012095587
2022-09-29,144.45,31.81,0.220214607130495,-0.000191022405480856
2022-09-30,144.71,31.78,0.219611637067238,-0.00274185749013989
2022-10-03,144.5,31.83,0.220276816608997,0.00302431238284595
2022-10-04,144.32,31.73,0.219858647450111,-0.00190018446072382
2022-10-05,144.73,31.52,0.217784840737926,-0.00947722194062561
2022-10-06,144.94,31.53,0.217538291706913,-0.00113271746433097
2022-10-07,145.19,31.65,0.217990219712101,0.00207530921875465
2022-10-10,,,,
2022-10-11,145.55,31.85,0.218825145997939,
2022-10-12,146.87,31.84,0.216790358820726,-0.00934219261612879
2022-10-13,147.15,31.88,0.216649677200136,-0.000649139967878742
2022-10-14,148.46,31.95,0.215209484036104,-0.0066697601083896
2022-10-17,148.71,31.95,0.214847690135162,-0.00168253901119142
2022-10-18,149.23,32.03,0.214635126985191,-0.000989856445261283
2022-10-19,149.77,32,0.21366094678507,-0.0045491048822679
2022-10-20,149.82,32.06,0.213990121479108,0.00153945486624796
2022-10-21,146.35,32.17,0.219815510761872,0.0268587544513701
2022-10-24,148.76,32.37,0.21759881688626,-0.0101355292317566
2022-10-25,147.85,32.34,0.218735204599256,0.00520880896919085
2022-10-26,146.5,32.1,0.219112627986348,0.00172399382837374
2022-10-27,146.02,31.99,0.219079578139981,-0.000150846345361444
2022-10-28,147.68,32.13,0.217565005417118,-0.00693735296026166
2022-10-31,148.63,32.26,0.217049047971473,-0.00237432583696595
2022-11-01,148.11,32.18,0.217270947268922,0.00102182408909668
2022-11-02,147.11,32.14,0.218475970362314,0.00553085342189008
2022-11-03,148.18,32.27,0.217775678229181,-0.00321049897188641
2022-11-04,147.22,32.26,0.219127835891862,0.00618975099114327
2022-11-07,146.64,32.01,0.21828968903437,-0.00383225561618072
2022-11-08,145.38,31.94,0.219700096299353,0.006440388280055
2022-11-09,146.15,31.78,0.21744782757441,-0.0103044691790621
2022-11-10,141.78,31.51,0.222245732825504,0.0218247257909967
2022-11-11,,,,
2022-11-14,140.43,30.98,0.220608132165492,
2022-11-15,139.36,31.05,0.222804247990815,0.00990560426666143
2022-11-16,139.59,31.03,0.222293860591733,-0.00229337133967311
2022-11-17,140.45,31.09,0.221359914560342,-0.0042102534152122
2022-11-18,140.03,31.12,0.222238091837463,0.00395934342209547
2022-11-21,141.95,31.19,0.21972525537161,-0.0113713662417734
2022-11-22,141.29,31.16,0.220539316299809,0.00369805752409924
2022-11-23,139.76,31.15,0.222882083571837,0.01056687418283
2022-11-24,,,,
2022-11-25,139.21,30.94,0.222254148408879,
2022-11-28,138.67,30.99,0.223480204802769,0.00550130128943982
2022-11-29,138.28,30.98,0.224038183396008,0.00249365790141476
2022-11-30,139.31,30.89,0.221735697365588,-0.0103303787229418
2022-12-01,135.55,30.6,0.225746956842494,0.0179285918013037
2022-12-02,134.89,30.58,0.226703239676774,0.00422713600566738
2022-12-05,136.55,30.48,0.22321493958257,-0.0155066861205966
2022-12-06,136.67,30.64,0.22418965391088,0.00435720099695014
2022-12-07,136.57,30.62,0.224207366185839,7.90026435231184e-05
2022-12-08,136.45,30.66,0.224697691462074,0.00218453975011612
2022-12-09,136.4,30.61,0.22441348973607,-0.00126561874136133
2022-12-12,137.47,30.67,0.223103222521277,-0.00585574090512786
2022-12-13,135.14,30.63,0.226653840461743,0.0157893760778238
2022-12-14,134.95,30.5,0.226009633197481,-0.00284629857130292
2022-12-15,137.92,30.62,0.222012761020882,-0.0178427608351976
2022-12-16,136.55,30.72,0.22497253753204,0.0132434770456025
